"","recoded_id","dob","herd_life","cull_date","amp_305_lactation","av_rltl_1_res","residual_rltl_t","diff_rltl_res","amp_305_lactation.1","average_resid","rltl_change","abs_rltl_change","SamplesPerAnimal"
"46",382,"12/07/2010","NULL","NULL","5422.925",0.051139462,0.197964416,"0.28960269","5422.925",0.08755338425,0.04707794425,0.18927104775,4
"47",382,"12/07/2010","NULL","NULL","5422.925",0.051139462,0.192747933,"0.141608471","5422.925",0.08755338425,0.04707794425,0.18927104775,4
"48",382,"12/07/2010","NULL","NULL","5422.925",0.051139462,-0.091638274,"-0.284386207","5422.925",0.08755338425,0.04707794425,0.18927104775,4
"49",385,"01/05/2010","1461","01/05/2014","6578.65",-0.217239913,-0.233010318,"-0.154466436","6578.65",-0.176264704333333,-0.0455577733333333,0.138021794,3
"50",385,"01/05/2010","1461","01/05/2014","6578.65",-0.217239913,-0.078543882,"0.138696031","6578.65",-0.176264704333333,-0.0455577733333333,0.138021794,3
"51",385,"01/05/2010","1461","01/05/2014","6578.65",-0.217239913,-0.217239913,"-0.120902915","6578.65",-0.176264704333333,-0.0455577733333333,0.138021794,3
"52",428,"29/11/2009","NULL","NULL","5784.925",0.076861663,0.095307753,"-0.149795702","5784.925",0.115286769,0.0036295775,0.0969850475,4
"53",428,"29/11/2009","NULL","NULL","5784.925",0.076861663,0.043874205,"-0.032987458","5784.925",0.115286769,0.0036295775,0.0969850475,4
"54",428,"29/11/2009","NULL","NULL","5784.925",0.076861663,0.076861663,"-0.00392778","5784.925",0.115286769,0.0036295775,0.0969850475,4
"55",428,"29/11/2009","NULL","NULL","5784.925",0.076861663,0.245103455,"0.20122925","5784.925",0.115286769,0.0036295775,0.0969850475,4
"56",525,"01/09/2009","759","30/09/2011","NULL",0.021189171,0.021189171,"-0.40334965","NULL",0.141052422,-0.0818115735,0.3215380765,2
"57",525,"01/09/2009","759","30/09/2011","NULL",0.021189171,0.260915673,"0.239726503","NULL",0.141052422,-0.0818115735,0.3215380765,2
"58",526,"07/04/2010","2275","29/06/2016","7773.875",0.017490272,0.078644916,"0.169603744","7773.875",-0.0186427235,-0.04971523775,0.13451710975,4
"59",526,"07/04/2010","2275","29/06/2016","7773.875",0.017490272,0.017490272,"-0.101623425","7773.875",-0.0186427235,-0.04971523775,0.13451710975,4
"60",526,"07/04/2010","2275","29/06/2016","7773.875",0.017490272,-0.079747254,"-0.158392171","7773.875",-0.0186427235,-0.04971523775,0.13451710975,4
"61",526,"07/04/2010","2275","29/06/2016","7773.875",0.017490272,-0.090958828,"-0.108449099","7773.875",-0.0186427235,-0.04971523775,0.13451710975,4
"62",533,"25/10/2008","NULL","NULL","6348.55",0.289889507,0.398583457,"0.108693951","6348.55",0.276601725166667,0.00251343066666666,0.110799838666667,6
"63",533,"25/10/2008","NULL","NULL","6348.55",0.289889507,0.355540762,"0.042851905","6348.55",0.276601725166667,0.00251343066666666,0.110799838666667,6
"64",533,"25/10/2008","NULL","NULL","6348.55",0.289889507,0.312688856,"-0.085894601","6348.55",0.276601725166667,0.00251343066666666,0.110799838666667,6
"65",533,"25/10/2008","NULL","NULL","6348.55",0.289889507,0.289889507,"0.188393952","6348.55",0.276601725166667,0.00251343066666666,0.110799838666667,6
"66",533,"25/10/2008","NULL","NULL","6348.55",0.289889507,0.186331631,"-0.16920913","6348.55",0.276601725166667,0.00251343066666666,0.110799838666667,6
"67",533,"25/10/2008","NULL","NULL","6348.55",0.289889507,0.116576138,"-0.069755493","6348.55",0.276601725166667,0.00251343066666666,0.110799838666667,6
"68",562,"01/02/2012","897","17/07/2014","2065",-0.014554827,0.025345897,"0.039900724","2065",0.005395535,0.033295716,0.033295716,2
"69",562,"01/02/2012","897","17/07/2014","2065",-0.014554827,-0.014554827,"0.026690708","2065",0.005395535,0.033295716,0.033295716,2
"70",582,"06/04/2011","NULL","NULL","6687.125",-0.165855984,-0.218447599,"-0.052591615","6687.125",-0.145296167333333,-0.0118368343333333,0.123078621666667,3
"71",582,"06/04/2011","NULL","NULL","6687.125",-0.165855984,-0.051584919,"0.166862681","6687.125",-0.145296167333333,-0.0118368343333333,0.123078621666667,3
"72",582,"06/04/2011","NULL","NULL","6687.125",-0.165855984,-0.165855984,"-0.149781569","6687.125",-0.145296167333333,-0.0118368343333333,0.123078621666667,3
"73",625,"17/03/2011","1561","25/06/2015","7357.5",0.112175197,0.391969084,"0.279793887","7357.5",0.222975133,-0.00261232933333332,0.189141587333333,3
"74",625,"17/03/2011","1561","25/06/2015","7357.5",0.112175197,0.112175197,"-0.060442909","7357.5",0.222975133,-0.00261232933333332,0.189141587333333,3
"75",625,"17/03/2011","1561","25/06/2015","7357.5",0.112175197,0.164781118,"-0.227187966","7357.5",0.222975133,-0.00261232933333332,0.189141587333333,3
"76",679,"25/04/2010","1356","10/01/2014","1819.6",-0.05117202,-0.13550594,"0.023405332","1819.6",-0.1240251625,-0.02852689425,0.04022956025,4
"77",679,"25/04/2010","1356","10/01/2014","1819.6",-0.05117202,-0.05117202,"-0.029773657","1819.6",-0.1240251625,-0.02852689425,0.04022956025,4
"78",679,"25/04/2010","1356","10/01/2014","1819.6",-0.05117202,-0.150511418,"-0.099339398","1819.6",-0.1240251625,-0.02852689425,0.04022956025,4
"79",679,"25/04/2010","1356","10/01/2014","1819.6",-0.05117202,-0.158911272,"-0.008399854","1819.6",-0.1240251625,-0.02852689425,0.04022956025,4
"80",680,"11/01/2013","544","09/07/2014","NULL",-0.073903978,-0.073903978,"-0.197114495","NULL",-0.073903978,-0.197114495,0.197114495,NA
"81",681,"07/11/2010","1160","10/01/2014","4925.5",-0.081977619,-0.007527111,"0.074450508","4925.5",-0.0969694933333333,-0.0654907093333333,0.115124381333333,3
"82",681,"07/11/2010","1160","10/01/2014","4925.5",-0.081977619,-0.081977619,"-0.077045997","4925.5",-0.0969694933333333,-0.0654907093333333,0.115124381333333,3
"83",681,"07/11/2010","1160","10/01/2014","4925.5",-0.081977619,-0.20140375,"-0.193876639","4925.5",-0.0969694933333333,-0.0654907093333333,0.115124381333333,3
"84",743,"18/09/2012","932","08/04/2015","NULL",NA,0.207482504,"0.189259295","NULL",0.207482504,0.189259295,0.189259295,NA
"85",760,"23/05/2010","1110","06/06/2013","1335.5",0.101043431,0.101043431,"-0.268241078","1335.5",0.0230536516666667,-0.131034803666667,0.131034803666667,3
"86",760,"23/05/2010","1110","06/06/2013","1335.5",0.101043431,-0.023819902,"-0.015757328","1335.5",0.0230536516666667,-0.131034803666667,0.131034803666667,3
"87",760,"23/05/2010","1110","06/06/2013","1335.5",0.101043431,-0.008062574,"-0.109106005","1335.5",0.0230536516666667,-0.131034803666667,0.131034803666667,3
"88",785,"28/11/2011","1082","14/11/2014","9288.6",-0.029553061,-0.214406965,"-0.081601563","9288.6",-0.125588475666667,-0.0808110563333333,0.0808110563333333,3
"89",785,"28/11/2011","1082","14/11/2014","9288.6",-0.029553061,-0.029553061,"-0.057579266","9288.6",-0.125588475666667,-0.0808110563333333,0.0808110563333333,3
"90",785,"28/11/2011","1082","14/11/2014","9288.6",-0.029553061,-0.132805401,"-0.10325234","9288.6",-0.125588475666667,-0.0808110563333333,0.0808110563333333,3
"91",813,"17/04/2011","648","24/01/2013","NULL",-0.109918137,-0.109918137,"0.002977672","NULL",-0.109918137,0.002977672,0.002977672,NA
"92",906,"07/11/2008","2275","30/01/2015","4277",-0.152831597,-0.152831597,"-0.045636823","4277",-0.1344281226,0.0104661768,0.0587433584,5
"93",906,"07/11/2008","2275","30/01/2015","4277",-0.152831597,-0.085354439,"0.06584852","4277",-0.1344281226,0.0104661768,0.0587433584,5
"94",906,"07/11/2008","2275","30/01/2015","4277",-0.152831597,-0.05486389,"0.030490549","4277",-0.1344281226,0.0104661768,0.0587433584,5
"95",906,"07/11/2008","2275","30/01/2015","4277",-0.152831597,-0.227887728,"-0.075056131","4277",-0.1344281226,0.0104661768,0.0587433584,5
"96",906,"07/11/2008","2275","30/01/2015","4277",-0.152831597,-0.151202959,"0.076684769","4277",-0.1344281226,0.0104661768,0.0587433584,5
"97",954,"04/07/2012","499","15/11/2013","NULL",-0.1300140105,-0.11062321,"-0.242682796","NULL",-0.1300140105,-0.140732199,0.140732199,2
"98",954,"04/07/2012","499","15/11/2013","NULL",-0.1300140105,-0.149404811,"-0.038781602","NULL",-0.1300140105,-0.140732199,0.140732199,2
"99",961,"31/08/2010","NULL","NULL","7710.7",-0.115133948,-0.281563339,"-0.166429391","7710.7",-0.1445513635,-0.036457404,0.199470625,4
"100",961,"31/08/2010","NULL","NULL","7710.7",-0.115133948,-0.115133948,"-0.305426667","7710.7",-0.1445513635,-0.036457404,0.199470625,4
"101",961,"31/08/2010","NULL","NULL","7710.7",-0.115133948,-0.225971269,"0.05559207","7710.7",-0.1445513635,-0.036457404,0.199470625,4
"102",961,"31/08/2010","NULL","NULL","7710.7",-0.115133948,0.044463102,"0.270434372","7710.7",-0.1445513635,-0.036457404,0.199470625,4
"103",966,"02/01/2009","1147","23/02/2012","10171.2",0.431761609,-0.015664514,"-0.189381981","10171.2",0.196604854,0.010919975,0.309204057,3
"104",966,"02/01/2009","1147","23/02/2012","10171.2",0.431761609,0.173717467,"-0.258044142","10171.2",0.196604854,0.010919975,0.309204057,3
"105",966,"02/01/2009","1147","23/02/2012","10171.2",0.431761609,0.431761609,"0.480186048","10171.2",0.196604854,0.010919975,0.309204057,3
"106",1015,"20/08/2012","961","08/04/2015","NULL",0.004472958,0.004472958,"-0.261451623","NULL",0.011434308,-0.1237644615,0.1376871615,2
"107",1015,"20/08/2012","961","08/04/2015","NULL",0.004472958,0.018395658,"0.0139227","NULL",0.011434308,-0.1237644615,0.1376871615,2
"108",1024,"12/01/2010","1756","03/11/2014","NULL",-0.027076808,-0.027076808,"-0.491650998","NULL",-0.036006971,-0.15069044875,0.18689344125,4
"109",1024,"12/01/2010","1756","03/11/2014","NULL",-0.027076808,-0.138187604,"-0.114094954","NULL",-0.036006971,-0.15069044875,0.18689344125,4
"110",1024,"12/01/2010","1756","03/11/2014","NULL",-0.027076808,-0.02409265,"-0.069421828","NULL",-0.036006971,-0.15069044875,0.18689344125,4
"111",1024,"12/01/2010","1756","03/11/2014","NULL",-0.027076808,0.045329178,"0.072405985","NULL",-0.036006971,-0.15069044875,0.18689344125,4
"112",1052,"03/12/2009","2171","13/11/2015","8423.825",0.065369454,0.202579055,"0.191175265","8423.825",0.06499282525,-0.014975642,0.1229872165,4
"113",1052,"03/12/2009","2171","13/11/2015","8423.825",0.065369454,0.01140379,"-0.053965664","8423.825",0.06499282525,-0.014975642,0.1229872165,4
"114",1052,"03/12/2009","2171","13/11/2015","8423.825",0.065369454,-0.019380998,"-0.221960053","8423.825",0.06499282525,-0.014975642,0.1229872165,4
"115",1052,"03/12/2009","2171","13/11/2015","8423.825",0.065369454,0.065369454,"0.024847884","8423.825",0.06499282525,-0.014975642,0.1229872165,4
"116",1099,"16/02/2011","NULL","NULL","4744.35",0.02187134,0.191461485,"0.240741716","4744.35",0.0546841976666667,0.056501615,0.103992862333333,3
"117",1099,"16/02/2011","NULL","NULL","4744.35",0.02187134,-0.049280232,"-0.071151571","4744.35",0.0546841976666667,0.056501615,0.103992862333333,3
"118",1099,"16/02/2011","NULL","NULL","4744.35",0.02187134,0.02187134,"-8.53E-05","4744.35",0.0546841976666667,0.056501615,0.103992862333333,3
"119",1150,"27/10/2008","1620","04/04/2013","3894.966667",NA,-0.168382231,"0.051324827","3894.966667",-0.151390300666667,9.45363333333301e-05,0.102322427,3
"120",1150,"27/10/2008","1620","04/04/2013","3894.966667",NA,-0.066081613,"0.102300618","3894.966667",-0.151390300666667,9.45363333333301e-05,0.102322427,3
"121",1150,"27/10/2008","1620","04/04/2013","3894.966667",NA,-0.219707058,"-0.153341836","3894.966667",-0.151390300666667,9.45363333333301e-05,0.102322427,3
"122",1178,"12/02/2009","NULL","NULL","6564.92",0.285042838,0.064044845,"-0.220997993","6564.92",0.0270118926666667,-0.055157564,0.0749569226666667,6
"123",1178,"12/02/2009","NULL","NULL","6564.92",0.285042838,0.285042838,"0.000121369","6564.92",0.0270118926666667,-0.055157564,0.0749569226666667,6
"124",1178,"12/02/2009","NULL","NULL","6564.92",0.285042838,-0.075275198,"0.030025423","6564.92",0.0270118926666667,-0.055157564,0.0749569226666667,6
"125",1178,"12/02/2009","NULL","NULL","6564.92",0.285042838,-0.105300621,"-0.144884028","6564.92",0.0270118926666667,-0.055157564,0.0749569226666667,6
"126",1178,"12/02/2009","NULL","NULL","6564.92",0.285042838,-0.046023914,"0.029251284","6564.92",0.0270118926666667,-0.055157564,0.0749569226666667,6
"127",1178,"12/02/2009","NULL","NULL","6564.92",0.285042838,0.039583406,"-0.024461439","6564.92",0.0270118926666667,-0.055157564,0.0749569226666667,6
"128",1284,"20/04/2011","1138","01/06/2014","4064.05",0.026469978,0.078030023,"0.051560045","4064.05",-0.0143662056666667,-0.0292820146666667,0.12113708,3
"129",1284,"20/04/2011","1138","01/06/2014","4064.05",0.026469978,-0.147598618,"-0.225628642","4064.05",-0.0143662056666667,-0.0292820146666667,0.12113708,3
"130",1284,"20/04/2011","1138","01/06/2014","4064.05",0.026469978,0.026469978,"0.086222553","4064.05",-0.0143662056666667,-0.0292820146666667,0.12113708,3
"131",1286,"05/11/2010","1378","14/08/2014","2765.35",0.062176128,0.094017128,"-0.282879724","2765.35",0.177696702666667,-0.00729197000000001,0.217105785333333,3
"132",1286,"05/11/2010","1378","14/08/2014","2765.35",0.062176128,0.062176128,"-0.053716909","2765.35",0.177696702666667,-0.00729197000000001,0.217105785333333,3
"133",1286,"05/11/2010","1378","14/08/2014","2765.35",0.062176128,0.376896852,"0.314720723","2765.35",0.177696702666667,-0.00729197000000001,0.217105785333333,3
"134",1362,"14/04/2009","2185","08/04/2015","8612.266667",-0.087082958,-0.203306391,"-0.103734964","8612.266667",-0.0945626214,-0.0557979962,0.1498666282,5
"135",1362,"14/04/2009","2185","08/04/2015","8612.266667",-0.087082958,-0.087082958,"-0.390365082","8612.266667",-0.0945626214,-0.0557979962,0.1498666282,5
"136",1362,"14/04/2009","2185","08/04/2015","8612.266667",-0.087082958,-0.107144473,"-0.020061515","8612.266667",-0.0945626214,-0.0557979962,0.1498666282,5
"137",1362,"14/04/2009","2185","08/04/2015","8612.266667",-0.087082958,-0.099571428,"0.007573045","8612.266667",-0.0945626214,-0.0557979962,0.1498666282,5
"138",1362,"14/04/2009","2185","08/04/2015","8612.266667",-0.087082958,0.024292143,"0.227598535","8612.266667",-0.0945626214,-0.0557979962,0.1498666282,5
"139",1405,"09/08/2011","1182","03/11/2014","3292.2",-0.013094081,0.085030727,"0.098124809","3292.2",-0.0269506476666667,-0.098623866,0.164040405333333,3
"140",1405,"09/08/2011","1182","03/11/2014","3292.2",-0.013094081,-0.152788589,"-0.237819316","3292.2",-0.0269506476666667,-0.098623866,0.164040405333333,3
"141",1405,"09/08/2011","1182","03/11/2014","3292.2",-0.013094081,-0.013094081,"-0.156177091","3292.2",-0.0269506476666667,-0.098623866,0.164040405333333,3
"142",1419,"28/05/2010","NULL","NULL","2869.6",0.132784566,0.079037613,"-0.081851562","2869.6",0.132614153,-0.043384058,0.057436363,4
"143",1419,"28/05/2010","NULL","NULL","2869.6",0.132784566,0.160889175,"0.003143917","2869.6",0.132614153,-0.043384058,0.057436363,4
"144",1419,"28/05/2010","NULL","NULL","2869.6",0.132784566,0.132784566,"-0.11978928","2869.6",0.132614153,-0.043384058,0.057436363,4
"145",1419,"28/05/2010","NULL","NULL","2869.6",0.132784566,0.157745258,"0.024960693","2869.6",0.132614153,-0.043384058,0.057436363,4
"146",1559,"03/12/2009","1904","19/02/2015","10239.23333",-0.13562095,-0.060925325,"0.110884856","10239.23333",-0.0276116815,0.08113677775,0.13372317675,4
"147",1559,"03/12/2009","1904","19/02/2015","10239.23333",-0.13562095,-0.17181018,"-0.03618923","10239.23333",-0.0276116815,0.08113677775,0.13372317675,4
"148",1559,"03/12/2009","1904","19/02/2015","10239.23333",-0.13562095,0.257909729,"0.318835053","10239.23333",-0.0276116815,0.08113677775,0.13372317675,4
"149",1559,"03/12/2009","1904","19/02/2015","10239.23333",-0.13562095,-0.13562095,"-0.068983568","10239.23333",-0.0276116815,0.08113677775,0.13372317675,4
"150",1663,"09/01/2010","NULL","NULL","NULL",0.031864633,-0.009116216,"-0.040980849","NULL",0.01645620475,0.02349619925,0.07976408625,4
"151",1663,"09/01/2010","NULL","NULL","NULL",0.031864633,-0.014239262,"-0.071554925","NULL",0.01645620475,0.02349619925,0.07976408625,4
"152",1663,"09/01/2010","NULL","NULL","NULL",0.031864633,0.057315664,"0.06643188","NULL",0.01645620475,0.02349619925,0.07976408625,4
"153",1663,"09/01/2010","NULL","NULL","NULL",0.031864633,0.031864633,"0.140088691","NULL",0.01645620475,0.02349619925,0.07976408625,4
"154",1771,"01/09/2010","NULL","NULL","7214.44",-0.247343186,-0.247343186,"-0.114462092","7214.44",-0.219788917,-0.023716183,0.0607366055,4
"155",1771,"01/09/2010","NULL","NULL","7214.44",-0.247343186,-0.174811586,"0.0725316","7214.44",-0.219788917,-0.023716183,0.0607366055,4
"156",1771,"01/09/2010","NULL","NULL","7214.44",-0.247343186,-0.227745825,"0.001509245","7214.44",-0.219788917,-0.023716183,0.0607366055,4
"157",1771,"01/09/2010","NULL","NULL","7214.44",-0.247343186,-0.229255071,"-0.054443485","7214.44",-0.219788917,-0.023716183,0.0607366055,4
"158",1825,"02/01/2009","1762","30/10/2013","968",-0.142939121,0.204314789,"0.34725391","968",0.026215013,-0.14393122725,0.31755818225,4
"159",1825,"02/01/2009","1762","30/10/2013","968",-0.142939121,0.034848961,"-0.169465828","968",0.026215013,-0.14393122725,0.31755818225,4
"160",1825,"02/01/2009","1762","30/10/2013","968",-0.142939121,0.008635423,"-0.026213537","968",0.026215013,-0.14393122725,0.31755818225,4
"161",1825,"02/01/2009","1762","30/10/2013","968",-0.142939121,-0.142939121,"-0.727299454","968",0.026215013,-0.14393122725,0.31755818225,4
"162",1885,"27/07/2010","NULL","NULL","2618",-0.09955837,-0.052769763,"0.046788607","2618",-0.10642772,-0.0076083045,0.0593926155,4
"163",1885,"27/07/2010","NULL","NULL","2618",-0.09955837,-0.09955837,"0.056780015","2618",-0.10642772,-0.0076083045,0.0593926155,4
"164",1885,"27/07/2010","NULL","NULL","2618",-0.09955837,-0.086611143,"-0.03384138","2618",-0.10642772,-0.0076083045,0.0593926155,4
"165",1885,"27/07/2010","NULL","NULL","2618",-0.09955837,-0.186771604,"-0.10016046","2618",-0.10642772,-0.0076083045,0.0593926155,4
"166",1939,"03/02/2009","NULL","NULL","8400.6375",-0.01841067,-0.083905249,"-0.065494579","8400.6375",0.0587680606666667,-0.0207900665,0.261569708833333,6
"167",1939,"03/02/2009","NULL","NULL","8400.6375",-0.01841067,-0.01841067,"-0.207944033","8400.6375",0.0587680606666667,-0.0207900665,0.261569708833333,6
"168",1939,"03/02/2009","NULL","NULL","8400.6375",-0.01841067,0.294437404,"0.378342653","8400.6375",0.0587680606666667,-0.0207900665,0.261569708833333,6
"169",1939,"03/02/2009","NULL","NULL","8400.6375",-0.01841067,0.064792963,"-0.155052131","8400.6375",0.0587680606666667,-0.0207900665,0.261569708833333,6
"170",1939,"03/02/2009","NULL","NULL","8400.6375",-0.01841067,0.219845095,"0.343996274","8400.6375",0.0587680606666667,-0.0207900665,0.261569708833333,6
"171",1939,"03/02/2009","NULL","NULL","8400.6375",-0.01841067,-0.124151179,"-0.418588583","8400.6375",0.0587680606666667,-0.0207900665,0.261569708833333,6
"172",1945,"25/05/2010","NULL","NULL","5369.92",0.042535481,0.042535481,"0.245633942","5369.92",-0.06366456675,0.022410664,0.248868035,4
"173",1945,"25/05/2010","NULL","NULL","5369.92",0.042535481,0.056592757,"0.296923456","5369.92",-0.06366456675,0.022410664,0.248868035,4
"174",1945,"25/05/2010","NULL","NULL","5369.92",0.042535481,-0.113455806,"-0.170048562","5369.92",-0.06366456675,0.022410664,0.248868035,4
"175",1945,"25/05/2010","NULL","NULL","5369.92",0.042535481,-0.240330699,"-0.28286618","5369.92",-0.06366456675,0.022410664,0.248868035,4
"176",1973,"27/02/2010","1593","09/07/2014","NULL",-0.029836956,-0.029836956,"-0.044616281","NULL",-0.016488557,0.024446583,0.151592935,4
"177",1973,"27/02/2010","1593","09/07/2014","NULL",-0.029836956,0.112565657,"0.021735207","NULL",-0.016488557,0.024446583,0.151592935,4
