"","recoded_id","dob","birth_year","genetic_group","feed_group","amp_305_lactation","cull_date","cull_reason","herd_life","sample_date","rltl","tel_sample_no","residual_rltl_t","residual_rltl_tminus1","diff_rltl_res","sample_interval","change_at_t_1","abs_diff_rlrl_res","age_d","age_m","age_y","live_wgt","cond_score","health_event_2week","health_event_fertil_all","health_event_mastitis_all","health_event_lame_all"
"57",2548,"06/06/2009",2009,"C","2","7017.716667","01/05/2015","ACCIDENT","2155","11/06/2009",1.241571754,1,0.133017578,"NULL","NULL","NULL","NULL","NULL",5,0,0,"519","2.25",0,"7","0","7"
"58",2548,"06/06/2009",2009,"C","2","7017.716667","01/05/2015","ACCIDENT","2155","16/03/2010",1.493070048,2,0.304953515,"0.133017578","0.171935936","278","NULL","0.171935936",283,9,1,"519","2.25",0,"7","0","7"
"59",2548,"06/06/2009",2009,"C","2","7017.716667","01/05/2015","ACCIDENT","2155","28/03/2011",1.165324281,3,-0.040496948,"0.304953515","-0.345450463","377","0.171935936","0.345450463",660,22,2,"519","2.25",0,"7","0","7"
"60",2548,"06/06/2009",2009,"C","2","7017.716667","01/05/2015","ACCIDENT","2155","20/02/2012",1.095196533,4,0.0688064,"-0.040496948","0.109303348","329","-0.345450463","0.109303348",989,32,3,"NULL","2.5",0,"7","0","7"
"61",2548,"06/06/2009",2009,"C","2","7017.716667","01/05/2015","ACCIDENT","2155","21/02/2013",1.243785714,5,0.095553965,"0.0688064","0.026747565","367","0.109303348","0.026747565",1356,44,4,"NULL","2.5",0,"7","0","7"
"62",2548,"06/06/2009",2009,"C","2","7017.716667","01/05/2015","ACCIDENT","2155","16/05/2014",1.24138109,6,0.163678163,"0.095553965","0.068124198","449","0.026747565","0.068124198",1805,59,5,"NULL","1.75",0,"7","0","7"
"63",8447,"29/06/2009",2009,"C","1","9794.3","04/10/2012","NOT SERVED - POLICY","1193","13/07/2009",1.084711844,1,0.000750386,"NULL","NULL","NULL","NULL","NULL",14,0,0,"602","2.5",0,"4","0","3"
"64",8447,"29/06/2009",2009,"C","1","9794.3","04/10/2012","NOT SERVED - POLICY","1193","16/03/2010",0.875858743,2,-0.136555395,"0.000750386","-0.13730578","246","NULL","0.13730578",260,9,1,"602","2.5",0,"4","0","3"
"65",8447,"29/06/2009",2009,"C","1","9794.3","04/10/2012","NOT SERVED - POLICY","1193","28/03/2011",1.24840858,3,0.162977838,"-0.136555395","0.299533233","377","-0.13730578","0.299533233",637,21,2,"602","2.5",0,"4","0","3"
"66",8447,"29/06/2009",2009,"C","1","9794.3","04/10/2012","NOT SERVED - POLICY","1193","17/02/2012",1.048295471,4,-0.038971613,"0.162977838","-0.201949451","326","0.299533233","0.201949451",963,32,3,"NULL","2",0,"4","0","3"
"67",8447,"29/06/2009",2009,"C","1","9794.3","04/10/2012","NOT SERVED - POLICY","1193","03/10/2012",0.99309415,5,-0.022170118,"-0.038971613","0.016801495","229","-0.201949451","0.016801495",1192,39,3,"NULL","2.25",0,"4","0","3"
"68",9221,"19/09/2009",2009,"C","2","5641","11/08/2012","ACCIDENT","1057","28/09/2009",0.987973744,1,-0.097743871,"NULL","NULL","NULL","NULL","NULL",9,0,0,"430","2.25",0,"1","1","0"
"69",9221,"19/09/2009",2009,"C","2","5641","11/08/2012","ACCIDENT","1057","28/03/2011",0.954960135,2,-0.088421787,"-0.097743871","0.009322084","546","NULL","0.009322084",555,18,2,"430","2.25",0,"1","1","0"
"70",9221,"19/09/2009",2009,"C","2","5641","11/08/2012","ACCIDENT","1057","20/02/2012",1.152235307,3,0.162577944,"-0.088421787","0.250999732","329","0.009322084","0.250999732",884,29,2,"NULL","2",0,"1","1","0"
"71",7602,"10/08/2009",2009,"S","2","8437.725","08/04/2015","HIGH SCC","2067","19/08/2009",1.67389742,1,0.564070415,"NULL","NULL","NULL","NULL","NULL",9,0,0,"NULL","2.25",0,"3","0","0"
"72",7602,"10/08/2009",2009,"S","2","8437.725","08/04/2015","HIGH SCC","2067","16/03/2010",0.93850891,2,-0.107026198,"0.564070415","-0.671096613","209","NULL","0.671096613",218,7,1,"NULL","2.25",0,"3","0","0"
"73",7602,"10/08/2009",2009,"S","2","8437.725","08/04/2015","HIGH SCC","2067","29/03/2011",1.117279099,3,0.034386118,"-0.107026198","0.141412317","378","-0.671096613","0.141412317",596,20,2,"NULL","2.25",0,"3","0","0"
"74",7602,"10/08/2009",2009,"S","2","8437.725","08/04/2015","HIGH SCC","2067","16/02/2012",1.330220214,4,0.124576347,"0.034386118","0.090190229","324","0.141412317","0.090190229",920,30,3,"433","NULL",0,"3","0","0"
"75",7602,"10/08/2009",2009,"S","2","8437.725","08/04/2015","HIGH SCC","2067","25/02/2013",1.096857243,5,0.027870458,"0.124576347","-0.096705889","375","0.090190229","0.096705889",1295,42,4,"433","NULL",0,"3","0","0"
"76",7602,"10/08/2009",2009,"S","2","8437.725","08/04/2015","HIGH SCC","2067","12/05/2014",0.936855226,6,-0.051332853,"0.027870458","-0.079203311","441","-0.096705889","0.079203311",1736,57,5,"433","NULL",0,"3","0","0"
"77",9819,"01/11/2009",2009,"C","NULL","NULL","16/05/2014","NULL","1657","06/11/2009",1.192026337,1,0.130498846,"NULL","NULL","NULL","NULL","NULL",5,0,0,"NULL","NULL",0,"NULL","NULL","NULL"
"78",9819,"01/11/2009",2009,"C","NULL","NULL","16/05/2014","NULL","1657","30/03/2011",1.034156582,2,0.004831337,"0.130498846","-0.125667509","509","NULL","0.125667509",514,17,1,"NULL","NULL",0,"NULL","NULL","NULL"
"79",9819,"01/11/2009",2009,"C","NULL","NULL","16/05/2014","NULL","1657","27/02/2012",1.098558807,3,0.016677876,"0.004831337","0.011846539","334","-0.125667509","0.011846539",848,28,2,"NULL","NULL",0,"NULL","NULL","NULL"
"80",9819,"01/11/2009",2009,"C","NULL","NULL","16/05/2014","NULL","1657","11/03/2013",1.170487747,4,0.062272599,"0.016677876","0.045594722","378","0.011846539","0.045594722",1226,40,3,"NULL","NULL",0,"NULL","NULL","NULL"
"81",9819,"01/11/2009",2009,"C","NULL","NULL","16/05/2014","NULL","1657","14/05/2014",0.918008317,5,-0.14030696,"0.062272599","-0.202579559","429","0.045594722","0.202579559",1655,54,5,"NULL","NULL",0,"NULL","NULL","NULL"
"82",4091,"14/11/2009",2009,"C","1","1729","27/05/2012","LOST QUARTERS","925","17/11/2009",1.28716529,1,0.288369677,"NULL","NULL","NULL","NULL","NULL",3,0,0,"NULL","2",0,"1","0","0"
"83",4091,"14/11/2009",2009,"C","1","1729","27/05/2012","LOST QUARTERS","925","28/03/2011",1.132822353,2,0.045964147,"0.288369677","-0.24240553","496","NULL","0.24240553",499,16,1,"NULL","2",0,"1","0","0"
"84",4091,"14/11/2009",2009,"C","1","1729","27/05/2012","LOST QUARTERS","925","17/02/2012",1.042920856,3,-0.093523471,"0.045964147","-0.139487618","326","-0.24240553","0.139487618",825,27,2,"NULL","2.75",0,"1","0","0"
"85",5501,"27/11/2009",2009,"S","2","6080.2","25/04/2014","REPEAT BREEDER","1610","03/12/2009",1.374126714,1,0.323184644,"NULL","NULL","NULL","NULL","NULL",6,0,0,"NULL","3",0,"4","0","2"
"86",5501,"27/11/2009",2009,"S","2","6080.2","25/04/2014","REPEAT BREEDER","1610","30/03/2011",1.169455674,2,0.13934555,"0.323184644","-0.183839095","482","NULL","0.183839095",488,16,1,"NULL","3",0,"4","0","2"
"87",5501,"27/11/2009",2009,"S","2","6080.2","25/04/2014","REPEAT BREEDER","1610","20/02/2012",0.841796319,3,-0.244816653,"0.13934555","-0.384162202","327","-0.183839095","0.384162202",815,27,2,"NULL","2.5",0,"4","0","2"
"88",5501,"27/11/2009",2009,"S","2","6080.2","25/04/2014","REPEAT BREEDER","1610","21/02/2013",1.088849193,4,0.055637614,"-0.244816653","0.300454266","367","-0.384162202","0.300454266",1182,39,3,"NULL","2.25",0,"4","0","2"
"89",5501,"27/11/2009",2009,"S","2","6080.2","25/04/2014","REPEAT BREEDER","1610","23/04/2014",1.160578587,5,0.086636969,"0.055637614","0.030999356","426","0.300454266","0.030999356",1608,53,4,"NULL","3.5",0,"4","0","2"
"90",7854,"15/12/2009",2009,"C","1","9923.1","30/09/2014","DIED","1750","18/12/2009",1.405218459,1,0.265661533,"NULL","NULL","NULL","NULL","NULL",3,0,0,"NULL","2.25",0,"8","2","0"
"91",7854,"15/12/2009",2009,"C","1","9923.1","30/09/2014","DIED","1750","14/04/2011",1.202580764,2,0.125537972,"0.265661533","-0.140123561","482","NULL","0.140123561",485,16,1,"NULL","2.25",0,"8","2","0"
"92",7854,"15/12/2009",2009,"C","1","9923.1","30/09/2014","DIED","1750","27/03/2012",0.907764453,3,-0.166276018,"0.125537972","-0.29181399","348","-0.140123561","0.29181399",833,27,2,"NULL","2.25",0,"8","2","0"
"93",7854,"15/12/2009",2009,"C","1","9923.1","30/09/2014","DIED","1750","03/04/2013",0.926221798,4,-0.139143849,"-0.166276018","0.027132169","372","-0.29181399","0.027132169",1205,40,3,"NULL","1.25",0,"8","2","0"
"94",7854,"15/12/2009",2009,"C","1","9923.1","30/09/2014","DIED","1750","15/05/2014",0.948129035,5,-0.016808724,"-0.139143849","0.122335126","407","0.027132169","0.122335126",1612,53,4,"NULL","2.5",0,"8","2","0"
"95",1024,"12/01/2010",2010,"C","NULL","NULL","03/11/2014","OTHER/SURPLUS","1756","18/01/2010",1.632860185,1,0.464574191,"NULL","NULL","NULL","NULL","NULL",6,0,0,"NULL","NULL",0,"NULL","NULL","NULL"
"96",1024,"12/01/2010",2010,"C","NULL","NULL","03/11/2014","OTHER/SURPLUS","1756","14/04/2011",0.926735086,2,-0.027076808,"0.464574191","-0.491650998","451","NULL","0.491650998",457,15,1,"NULL","NULL",0,"NULL","NULL","NULL"
"97",1024,"12/01/2010",2010,"C","NULL","NULL","03/11/2014","OTHER/SURPLUS","1756","27/02/2012",1.087751687,3,0.045329178,"-0.027076808","0.072405985","319","-0.491650998","0.072405985",776,25,2,"NULL","NULL",0,"NULL","NULL","NULL"
"98",1024,"12/01/2010",2010,"C","NULL","NULL","03/11/2014","OTHER/SURPLUS","1756","11/03/2013",1.093733858,4,-0.02409265,"0.045329178","-0.069421828","378","0.072405985","0.069421828",1154,38,3,"NULL","NULL",0,"NULL","NULL","NULL"
"99",1024,"12/01/2010",2010,"C","NULL","NULL","03/11/2014","OTHER/SURPLUS","1756","02/06/2014",0.795435644,5,-0.138187604,"-0.02409265","-0.114094954","448","-0.069421828","0.114094954",1602,53,4,"NULL","NULL",0,"NULL","NULL","NULL"
"100",3524,"12/02/2010",2010,"C","NULL","NULL","01/08/2011","ACCIDENT","535","16/02/2010",1.364716674,1,0.135858774,"NULL","NULL","NULL","NULL","NULL",4,0,0,"NULL","NULL",0,"NULL","NULL","NULL"
"101",3524,"12/02/2010",2010,"C","NULL","NULL","01/08/2011","ACCIDENT","535","14/04/2011",0.978458946,2,-0.089073638,"0.135858774","-0.224932412","422","NULL","0.224932412",426,14,1,"NULL","NULL",0,"NULL","NULL","NULL"
"102",7822,"20/02/2010",2010,"S","1","12308.7","17/07/2014","BRUCELLOSIS/ABORTED","1608","26/02/2010",1.448428168,1,0.329274304,"NULL","NULL","NULL","NULL","NULL",6,0,0,"NULL","3",0,"5","0","1"
"103",7822,"20/02/2010",2010,"S","1","12308.7","17/07/2014","BRUCELLOSIS/ABORTED","1608","14/04/2011",1.193622861,2,0.106764655,"0.329274304","-0.222509649","412","NULL","0.222509649",418,14,1,"NULL","3",0,"5","0","1"
"104",7822,"20/02/2010",2010,"S","1","12308.7","17/07/2014","BRUCELLOSIS/ABORTED","1608","27/03/2012",1.388166074,3,0.32168375,"0.106764655","0.214919095","348","-0.222509649","0.214919095",766,25,2,"NULL","3",0,"5","0","1"
"105",7822,"20/02/2010",2010,"S","1","12308.7","17/07/2014","BRUCELLOSIS/ABORTED","1608","27/02/2013",1.417469513,4,0.433386779,"0.32168375","0.111703029","337","0.214919095","0.111703029",1103,36,3,"NULL","2.25",0,"5","0","1"
"106",7822,"20/02/2010",2010,"S","1","12308.7","17/07/2014","BRUCELLOSIS/ABORTED","1608","28/05/2014",1.244267601,5,0.075981607,"0.433386779","-0.357405172","455","0.111703029","0.357405172",1558,51,4,"NULL","2",0,"5","0","1"
"107",1973,"27/02/2010",2010,"C","NULL","NULL","09/07/2014","NULL","1593","08/03/2010",1.090485925,1,0.014779325,"NULL","NULL","NULL","NULL","NULL",9,0,0,"NULL","NULL",0,"NULL","NULL","NULL"
"108",1973,"27/02/2010",2010,"C","NULL","NULL","09/07/2014","NULL","1593","14/04/2011",1.197748115,2,-0.029836956,"0.014779325","-0.044616281","402","NULL","0.044616281",411,13,1,"NULL","NULL",0,"NULL","NULL","NULL"
"109",1973,"27/02/2010",2010,"C","NULL","NULL","09/07/2014","NULL","1593","27/02/2012",0.847099593,3,-0.239513379,"-0.029836956","-0.209676423","319","-0.044616281","0.209676423",730,24,2,"NULL","NULL",0,"NULL","NULL","NULL"
"110",1973,"27/02/2010",2010,"C","NULL","NULL","09/07/2014","NULL","1593","11/03/2013",1.094743723,4,0.09083045,"-0.239513379","0.330343829","378","-0.209676423","0.330343829",1108,36,3,"NULL","NULL",0,"NULL","NULL","NULL"
"111",1973,"27/02/2010",2010,"C","NULL","NULL","09/07/2014","NULL","1593","09/07/2014",1.251937608,5,0.112565657,"0.09083045","0.021735207","485","0.330343829","0.021735207",1593,52,4,"NULL","NULL",0,"NULL","NULL","NULL"
"112",6951,"02/04/2010",2010,"C","1","7143.1","01/05/2015","MASTITIS","1855","05/04/2010",1.071915349,1,0.028393514,"NULL","NULL","NULL","NULL","NULL",3,0,0,"NULL","2.25",0,"4","2","6"
"113",6951,"02/04/2010",2010,"C","1","7143.1","01/05/2015","MASTITIS","1855","08/04/2010",1.266363268,2,0.186507155,"0.028393514","0.158113641","3","NULL","0.158113641",6,0,0,"NULL","2.25",0,"4","2","6"
